no;choice;college;hsg2;coml5;type1;type2;type3;type4;type5;type6;fuel1;fuel2;fuel3;fuel4;fuel5;fuel6;price1;price2;price3;price4;price5;price6;range1;range2;range3;range4;range5;range6;acc1;acc2;acc3;acc4;acc5;acc6;speed1;speed2;speed3;speed4;speed5;speed6;pollution1;pollution2;pollution3;pollution4;pollution5;pollution6;size1;size2;size3;size4;size5;size6;space1;space2;space3;space4;space5;space6;cost1;cost2;cost3;cost4;cost5;cost6;station1;station2;station3;station4;station5;station6
130;choice4;0;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;5.1388859;5.1388859;3.5329841;3.5329841;4.1753448;4.1753448;250;250;400;400;250;250;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.1;0.1;0.3;0.3;1;1
131;choice5;1;1;0;truck;regcar;truck;van;truck;stwagon;cng;cng;electric;electric;gasoline;gasoline;1.3795612;1.3795612;0.8277367;0.8277367;0.96569282;0.96569282;300;300;250;250;300;300;4;4;6;6;2.5;2.5;110;110;140;140;85;85;0.25;0.25;0.6;0.6;1;1;2;2;3;3;1;1;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
132;choice6;0;1;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;4.8177056;4.8177056;3.5329841;3.5329841;4.1753448;4.1753448;125;125;250;250;300;300;4;4;6;6;2.5;2.5;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;1;1;8;8;2;2;0;0;0.7;0.7;1;1
133;choice3;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.7772075;2.7772075;3.2821543;3.2821543;3.7871011;3.7871011;75;75;300;300;350;350;2.5;2.5;4;4;6;6;85;85;95;95;110;110;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;2;2;4;4;6;6;0.1;0.1;0.3;0.3;1;1
134;choice1;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.2490015;4.2490015;4.6962648;4.6962648;5.1435281;5.1435281;300;300;250;250;300;300;4;4;6;6;2.5;2.5;85;85;95;95;110;110;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
135;choice1;0;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;0.96354111;0.96354111;1.4453117;1.4453117;1.6059019;1.6059019;50;50;350;350;400;400;2.5;2.5;4;4;6;6;100;100;95;95;110;110;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;2;2;6;6;8;8;0;0;0.7;0.7;1;1
136;choice1;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;3.0674666;3.0674666;3.3230888;3.3230888;3.8343333;3.8343333;75;75;250;250;400;400;4;4;6;6;2.5;2.5;100;100;85;85;95;95;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;8;8;4;4;6;6;0;0;0.1;0.1;0.3;0.3
137;choice5;1;0;0;truck;regcar;truck;van;truck;stwagon;cng;cng;electric;electric;gasoline;gasoline;1.6554734;1.6554734;1.9313856;1.9313856;2.4832101;2.4832101;75;75;300;300;350;350;4;4;6;6;2.5;2.5;110;110;140;140;85;85;0.4;0.4;0.75;0.75;0.25;0.25;2;2;3;3;1;1;0.7;0.7;1;1;1;1;6;6;8;8;2;2;0.3;0.3;0.7;0.7;1;1
138;choice5;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;150;150;350;350;400;400;6;6;2.5;2.5;4;4;85;85;95;95;110;110;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;1;1;1;1;1;1;4;4;6;6;8;8;0.3;0.3;0.7;0.7;1;1
139;choice2;1;1;0;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;4.8568222;4.8568222;5.3680666;5.3680666;5.879311;5.879311;50;50;150;150;350;350;4;4;6;6;2.5;2.5;55;55;95;95;110;110;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;0.7;0.7;0.7;0.7;1;1;2;2;6;6;8;8;0;0;0.7;0.7;0.1;0.1
140;choice5;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;6.9851422;6.9851422;4.9893873;4.9893873;6.3864157;6.3864157;200;200;75;75;350;350;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;4;4;8;8;4;4;0;0;0.7;0.7;1;1
141;choice3;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;7.8271081;7.8271081;5.5907915;5.5907915;6.2616864;6.2616864;50;50;150;150;350;350;4;4;6;6;2.5;2.5;65;65;110;110;140;140;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;0.7;0.7;1;1;1;1;1;1;8;8;2;2;0;0;0.7;0.7;0.1;0.1
142;choice5;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;3.5346277;3.5346277;3.7871011;3.7871011;4.0395745;4.0395745;75;75;250;250;400;400;4;4;6;6;2.5;2.5;85;85;140;140;85;85;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;2;2;4;4;6;6;0;0;0.1;0.1;0.3;0.3
143;choice4;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;7.444527;7.444527;7.9408288;7.9408288;5.4593198;5.4593198;150;150;350;350;400;400;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.1;0.1;0.4;0.4;0.75;0.75;1;1;2;2;3;3;1;1;1;1;1;1;2;2;4;4;6;6;0.7;0.7;0.1;0.1;1;1
144;choice5;1;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;6.6474719;6.6474719;7.5971108;7.5971108;8.3093399;8.3093399;50;50;150;150;350;350;6;6;2.5;2.5;4;4;85;85;140;140;85;85;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;1;1;2;2;4;4;0;0;0.1;0.1;0.3;0.3
145;choice3;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;2.9778108;2.9778108;1.4889054;1.4889054;2.2333581;2.2333581;75;75;250;250;250;250;4;4;6;6;2.5;2.5;100;100;85;85;110;110;0;0;0.1;0.1;0.75;0.75;2;2;0;0;1;1;0.7;0.7;1;1;1;1;1;1;6;6;2;2;0;0;0.7;0.7;1;1
146;choice3;1;1;1;stwagon;regcar;stwagon;truck;stwagon;van;methanol;methanol;cng;cng;electric;electric;2.8118444;2.8118444;1.5337333;1.5337333;1.7893555;1.7893555;50;50;150;150;350;350;6;6;2.5;2.5;4;4;55;55;95;95;110;110;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;1;1;1;1;1;1;8;8;2;2;4;4;0;0;0.1;0.1;0.3;0.3
147;choice6;0;1;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;1.2847215;1.2847215;1.6059019;1.6059019;0.96354111;0.96354111;125;125;250;250;300;300;6;6;2.5;2.5;4;4;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;8;8;2;2;4;4;0;0;0.1;0.1;1;1
148;choice3;0;1;1;van;stwagon;van;truck;van;regcar;methanol;methanol;cng;cng;gasoline;gasoline;3.5329841;3.5329841;1.9270822;1.9270822;2.8906233;2.8906233;125;125;300;300;300;300;6;6;2.5;2.5;4;4;85;85;140;140;95;95;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;2;2;6;6;2;2;0;0;0.3;0.3;1;1
149;choice5;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.5611457;3.5611457;3.7985554;3.7985554;2.6115068;2.6115068;300;300;250;250;300;300;4;4;6;6;2.5;2.5;85;85;95;95;110;110;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
150;choice3;1;1;0;sportuv;truck;sportuv;sportcar;sportuv;regcar;methanol;methanol;cng;cng;gasoline;gasoline;2.569443;2.569443;2.8906233;2.8906233;1.9270822;1.9270822;125;125;300;300;300;300;4;4;6;6;2.5;2.5;85;85;140;140;95;95;0;0;0.4;0.4;0.25;0.25;2;2;3;3;1;1;0.7;0.7;0.7;0.7;1;1;8;8;2;2;6;6;0;0;0.1;0.1;1;1
151;choice5;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.690508;4.690508;3.0350346;3.0350346;3.586859;3.586859;200;200;75;75;300;300;6;6;2.5;2.5;4;4;100;100;85;85;95;95;0;0;0.25;0.25;0.6;0.6;1;1;2;2;3;3;0.7;0.7;0.7;0.7;1;1;4;4;8;8;2;2;0;0;0.3;0.3;0.7;0.7
152;choice1;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;6.0593618;6.0593618;4.2920479;4.2920479;5.3019416;5.3019416;200;200;75;75;350;350;6;6;2.5;2.5;4;4;85;85;140;140;95;95;0;0;0.25;0.25;1;1;1;1;2;2;3;3;0.7;0.7;1;1;1;1;1;1;2;2;6;6;0;0;0.3;0.3;1;1
153;choice5;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;4.4965252;4.4965252;4.8177056;4.8177056;3.5329841;3.5329841;200;200;75;75;350;350;4;4;6;6;2.5;2.5;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;2;2;3;3;1;1;1;1;1;1;1;1;1;1;4;4;8;8;0;0;0.1;0.1;1;1
154;choice3;1;0;0;sportcar;regcar;sportcar;truck;sportcar;sportuv;cng;cng;electric;electric;gasoline;gasoline;4.690508;4.690508;5.2423324;5.2423324;5.7941569;5.7941569;75;75;300;300;350;350;6;6;2.5;2.5;4;4;140;140;85;85;95;95;0.6;0.6;0.25;0.25;0.5;0.5;2;2;0;0;1;1;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
155;choice4;1;1;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.5329841;3.5329841;2.2482626;2.2482626;2.8906233;2.8906233;125;125;250;250;300;300;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;1;1;2;2;0.7;0.7;1;1;1;1;8;8;4;4;6;6;0;0;0.3;0.3;1;1
156;choice3;1;1;0;van;regcar;van;stwagon;van;truck;methanol;methanol;cng;cng;electric;electric;6.0593618;6.0593618;4.2920479;4.2920479;4.7969948;4.7969948;125;125;300;300;250;250;4;4;6;6;2.5;2.5;55;55;95;95;110;110;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;0.7;0.7;1;1;2;2;8;8;2;2;0;0;0.1;0.1;0.3;0.3
157;choice3;1;1;0;van;regcar;van;stwagon;van;truck;cng;cng;electric;electric;gasoline;gasoline;3.7871011;3.7871011;4.0395745;4.0395745;2.7772075;2.7772075;75;75;300;300;350;350;6;6;2.5;2.5;4;4;95;95;110;110;140;140;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
158;choice5;1;0;1;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;3.5329841;3.5329841;1.9270822;1.9270822;2.8906233;2.8906233;200;200;75;75;350;350;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;2;2;3;3;1;1;0.7;0.7;0.7;0.7;1;1;4;4;8;8;4;4;0;0;0.7;0.7;1;1
159;choice1;1;1;0;van;regcar;van;stwagon;van;truck;cng;cng;electric;electric;gasoline;gasoline;3.8017382;3.8017382;4.2490015;4.2490015;4.6962648;4.6962648;300;300;250;250;300;300;6;6;2.5;2.5;4;4;85;85;95;95;110;110;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;6;6;8;8;2;2;0.1;0.1;0.3;0.3;1;1
160;choice1;0;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;17.370563;17.370563;13.89645;13.89645;15.881658;15.881658;125;125;250;250;300;300;6;6;2.5;2.5;4;4;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;1;1;2;2;3;3;1;1;1;1;1;1;1;1;2;2;4;4;0;0;0.1;0.1;1;1
161;choice3;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;1.7673139;1.7673139;2.2722607;2.2722607;2.5247341;2.5247341;75;75;300;300;350;350;4;4;6;6;2.5;2.5;85;85;95;95;110;110;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;4;4;6;6;8;8;0.3;0.3;0.7;0.7;1;1
162;choice4;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;4.5107845;4.5107845;5.4604234;5.4604234;4.0359651;4.0359651;125;125;250;250;300;300;4;4;6;6;2.5;2.5;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;2;2;8;8;2;2;0;0;0.7;0.7;1;1
163;choice3;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;2.8118444;2.8118444;1.7893555;1.7893555;2.3006;2.3006;200;200;300;300;350;350;6;6;2.5;2.5;4;4;85;85;85;85;95;95;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;4;4;6;6;8;8;0;0;0.3;0.3;1;1
164;choice3;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.7985554;3.7985554;2.6115068;2.6115068;3.0863263;3.0863263;300;300;250;250;300;300;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.4;0.4;0.75;0.75;0.25;0.25;2;2;3;3;1;1;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
165;choice5;0;1;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;6.102427;6.102427;7.3871485;7.3871485;5.4600663;5.4600663;200;200;300;300;350;350;4;4;6;6;2.5;2.5;100;100;95;95;110;110;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;8;8;4;4;6;6;0;0;0.3;0.3;1;1
166;choice2;1;1;0;sportuv;truck;sportuv;sportcar;sportuv;regcar;methanol;methanol;cng;cng;gasoline;gasoline;3.0350346;3.0350346;1.6554734;1.6554734;2.4832101;2.4832101;125;125;300;300;300;300;6;6;2.5;2.5;4;4;85;85;140;140;95;95;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;2;2;6;6;2;2;0;0;0.3;0.3;1;1
167;choice5;1;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.0674666;3.0674666;3.3230888;3.3230888;4.0899555;4.0899555;125;125;300;300;300;300;6;6;2.5;2.5;4;4;65;65;110;110;85;85;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;1;1;1;1;1;1;8;8;6;6;2;2;0;0;0.3;0.3;1;1
168;choice1;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.1386835;4.1386835;4.4145957;4.4145957;3.0350346;3.0350346;125;125;300;300;250;250;6;6;2.5;2.5;4;4;100;100;85;85;95;95;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;4;4;6;6;0;0;0.7;0.7;0.1;0.1
169;choice4;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.5329841;3.5329841;4.1753448;4.1753448;4.8177056;4.8177056;75;75;300;300;350;350;2.5;2.5;4;4;6;6;85;85;95;95;110;110;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;2;2;4;4;6;6;0.1;0.1;0.3;0.3;1;1
170;choice5;1;1;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;4.4965252;4.4965252;4.8177056;4.8177056;3.5329841;3.5329841;200;200;75;75;350;350;6;6;2.5;2.5;4;4;65;65;110;110;85;85;0;0;0.1;0.1;0.75;0.75;3;3;1;1;2;2;0.7;0.7;0.7;0.7;1;1;8;8;8;8;4;4;0;0;0.7;0.7;1;1
171;choice1;1;1;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.3455777;4.3455777;4.8568222;4.8568222;5.3680666;5.3680666;200;200;75;75;300;300;6;6;2.5;2.5;4;4;55;55;95;95;110;110;0;0;0.1;0.1;0.4;0.4;3;3;1;1;2;2;0.7;0.7;0.7;0.7;1;1;8;8;8;8;2;2;0;0;0.3;0.3;0.7;0.7
172;choice1;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;8.179911;8.179911;8.9467777;8.9467777;6.3905555;6.3905555;200;200;75;75;300;300;4;4;6;6;2.5;2.5;55;55;95;95;110;110;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;1;1;1;1;1;1;2;2;4;4;6;6;0;0;0.7;0.7;0.1;0.1
173;choice3;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;5.4600663;5.4600663;3.5329841;3.5329841;4.1753448;4.1753448;125;125;300;300;250;250;4;4;6;6;2.5;2.5;100;100;85;85;95;95;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;1;1;1;1;1;1;8;8;6;6;8;8;0;0;0.3;0.3;0.7;0.7
174;choice6;1;0;0;sportcar;regcar;sportcar;truck;sportcar;sportuv;cng;cng;electric;electric;gasoline;gasoline;4.7969948;4.7969948;5.3019416;5.3019416;5.8068884;5.8068884;75;75;300;300;350;350;6;6;2.5;2.5;4;4;110;110;140;140;85;85;0.4;0.4;0.75;0.75;0.25;0.25;1;1;2;2;2;2;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
175;choice1;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.690508;4.690508;5.2423324;5.2423324;5.7941569;5.7941569;75;75;300;300;350;350;6;6;2.5;2.5;4;4;140;140;85;85;95;95;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
176;choice3;0;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;1.2847215;1.2847215;1.6059019;1.6059019;0.96354111;0.96354111;125;125;250;250;300;300;6;6;2.5;2.5;4;4;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;1;1;2;2;0;0;1;1;1;1;1;1;8;8;2;2;4;4;0;0;0.1;0.1;1;1
177;choice3;0;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;7.7083289;7.7083289;6.102427;6.102427;6.7447878;6.7447878;125;125;250;250;300;300;4;4;6;6;2.5;2.5;55;55;110;110;140;140;0;0;0.6;0.6;1;1;0;0;1;1;2;2;1;1;1;1;1;1;4;4;8;8;2;2;0;0;0.7;0.7;1;1
178;choice3;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;4.690508;4.690508;3.586859;3.586859;4.1386835;4.1386835;125;125;250;250;300;300;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;2;2;6;6;8;8;0;0;0.3;0.3;1;1
179;choice3;1;0;0;sportuv;truck;sportuv;sportcar;sportuv;regcar;methanol;methanol;cng;cng;gasoline;gasoline;7.444527;7.444527;7.9408288;7.9408288;6.4519234;6.4519234;200;200;75;75;350;350;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;8;8;2;2;6;6;0;0;0.3;0.3;1;1
180;choice5;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;3.2118037;3.2118037;3.2118037;3.2118037;1.9270822;1.9270822;125;125;300;300;250;250;6;6;2.5;2.5;4;4;100;100;85;85;95;95;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;4;4;6;6;0;0;0.7;0.7;0.1;0.1
181;choice1;1;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.5247341;2.5247341;1.5148404;1.5148404;1.7673139;1.7673139;300;300;250;250;300;300;2.5;2.5;4;4;6;6;85;85;95;95;110;110;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.7;0.7;0.1;0.1;1;1
182;choice5;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.690508;4.690508;3.0350346;3.0350346;3.586859;3.586859;125;125;300;300;250;250;2.5;2.5;4;4;6;6;65;65;110;110;140;140;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;4;4;2;2;4;4;0;0;0.7;0.7;0.1;0.1
183;choice5;0;0;1;van;stwagon;van;truck;van;regcar;methanol;methanol;cng;cng;gasoline;gasoline;3.0674666;3.0674666;3.3230888;3.3230888;4.0899555;4.0899555;125;125;300;300;300;300;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;1;1;0.7;0.7;1;1;2;2;4;4;8;8;0;0;0.7;0.7;1;1
184;choice5;0;1;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;6.6218936;6.6218936;5.2423324;5.2423324;5.7941569;5.7941569;75;75;400;400;250;250;4;4;6;6;2.5;2.5;100;100;95;95;110;110;0;0;0.6;0.6;1;1;1;1;2;2;3;3;0.7;0.7;1;1;1;1;8;8;6;6;8;8;0;0;0.1;0.1;1;1
185;choice1;1;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.2920479;4.2920479;2.7772075;2.7772075;3.2821543;3.2821543;200;200;75;75;300;300;4;4;6;6;2.5;2.5;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;1;1;0.7;0.7;1;1;2;2;2;2;4;4;0;0;0.7;0.7;0.1;0.1
186;choice3;1;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.4965252;4.4965252;4.8177056;4.8177056;5.1388859;5.1388859;75;75;250;250;400;400;4;4;6;6;2.5;2.5;85;85;140;140;85;85;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;2;2;4;4;6;6;0;0;0.1;0.1;0.3;0.3
187;choice5;0;1;1;van;truck;van;regcar;van;stwagon;methanol;methanol;electric;electric;gasoline;gasoline;4.690508;4.690508;3.586859;3.586859;4.1386835;4.1386835;125;125;250;250;300;300;6;6;2.5;2.5;4;4;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;1;1;2;2;4;4;0;0;0.1;0.1;1;1
188;choice1;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;3.0674666;3.0674666;3.3230888;3.3230888;3.8343333;3.8343333;125;125;300;300;250;250;4;4;6;6;2.5;2.5;55;55;95;95;110;110;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;4;4;6;6;8;8;0;0;0.3;0.3;0.7;0.7
189;choice4;0;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;6.6218936;6.6218936;4.690508;4.690508;5.2423324;5.2423324;200;200;75;75;300;300;2.5;2.5;4;4;6;6;55;55;95;95;110;110;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;0.7;0.7;1;1;1;1;1;1;6;6;8;8;0;0;0.1;0.1;0.3;0.3
190;choice5;0;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.1308432;3.1308432;3.3544749;3.3544749;2.4599482;2.4599482;125;125;300;300;300;300;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;1;1;1;1;1;1;1;1;6;6;2;2;0;0;0.3;0.3;1;1
191;choice3;1;0;1;truck;stwagon;truck;regcar;truck;van;methanol;methanol;electric;electric;gasoline;gasoline;4.2920479;4.2920479;5.3019416;5.3019416;5.8068884;5.8068884;125;125;250;250;300;300;6;6;2.5;2.5;4;4;55;55;110;110;140;140;0;0;0.6;0.6;1;1;1;1;2;2;3;3;1;1;1;1;1;1;2;2;2;2;4;4;0;0;0.1;0.1;1;1
192;choice4;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.5329841;3.5329841;2.2482626;2.2482626;2.8906233;2.8906233;125;125;250;250;300;300;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;2;2;6;6;8;8;0;0;0.3;0.3;1;1
193;choice2;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.5247341;2.5247341;1.5148404;1.5148404;1.7673139;1.7673139;300;300;250;250;300;300;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.4;0.4;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
194;choice1;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.9778108;2.9778108;3.4741126;3.4741126;4.4667162;4.4667162;300;300;250;250;300;300;4;4;6;6;2.5;2.5;110;110;140;140;85;85;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
